stop_id,stop_name,stop_lat,stop_lon,location_type
245,Bigelow and Garrison [eb],47.050098,-122.884239,0
246,Bigelow and Central,47.050087,-122.881493,0
247,Fir and Bigelow [nb],47.050385,-122.877304,0
248,Pine and McCormick [wb],47.053627,-122.878372,0
249,Pine and Lybarger [wb],47.053638,-122.8806,0
250,Central and Pine [nb],47.053802,-122.882401,0
251,Central and Massey [nb],47.058357,-122.882439,0
252,Central and Ethridge [nb],47.060543,-122.882339,0
253,Miller and McCormick [eb],47.061958,-122.877533,0
254,Miller and Ann [eb],47.061943,-122.872742,0
255,Friendly Grove and Miller [nb],47.064648,-122.871384,0
256,Lacey Transit Center,47.04266,-122.829559,0
257,6th and Sleater Kinney [wb],47.043373,-122.831932,0
258,Sleater Kinney and S. Sound Center [sb],47.04266,-122.83374,0
259,Sleater Kinney and Pacific [sb],47.040241,-122.833839,0
260,Sleater Kinney and 12th [sb],47.037552,-122.83387,0
261,Sleater Kinney and 14th [sb],47.034832,-122.833862,0
262,14th & Capital Club Apts,47.034306,-122.837654,0
263,14th and Colonial Estates [wb],47.034328,-122.841873,0
264,18th and Fones [wb],47.032581,-122.848152,0
266,18th and Craig [wb],47.032639,-122.853119,0
267,18th and Allen [wb],47.032604,-122.857399,0
268,18th and Amhurst [wb],47.032627,-122.85923,0
269,18th and Karen Frazier [wb],47.032696,-122.862617,0
270,Boulevard and 18th [nb],47.033062,-122.866539,0
271,Boulevard and 15th [nb],47.036503,-122.868622,0
272,Boulevard and 12th [nb],47.039108,-122.868988,0
273,Boulevard and Union [nb],47.041031,-122.868973,0
274,9th and Sawyer [wb],47.041775,-122.870995,0
275,Frederick and Union [sb],47.040428,-122.871742,0
276,Union and Fairview [wb],47.039936,-122.874344,0
277,Union and Lybarger [wb],47.040146,-122.880066,0
278,10th and Central [wb],47.041019,-122.882431,0
279,10th and Eastside [wb],47.040871,-122.886391,0
280,Eastside and 9th [nb],47.041813,-122.887863,0
281,8th and Pear [wb],47.042236,-122.891243,0
282,8th and Chestnut [wb],47.042046,-122.894142,0
283,8th and Adams [wb],47.041809,-122.897789,0
284,Franklin and Legion [nb],47.043613,-122.898926,0
285,Franklin and Legion [sb],47.043194,-122.899017,0
286,8th and Franklin [eb],47.041618,-122.898262,0
287,8th and Chestnut [eb],47.041927,-122.893776,0
288,8th and Pear [eb],47.042141,-122.891052,0
289,Eastside and 8th [sb],47.041866,-122.888039,0
290,10th and Eastside [eb],47.040836,-122.885902,0
291,10th and Central [eb],47.040951,-122.882553,0
292,Union and Lybarger [eb],47.04007,-122.879982,0
293,Union and Fairview [eb],47.039856,-122.873825,0
294,Frederick and Union [nb],47.040565,-122.871628,0
295,9th and Frederick [nb],47.041637,-122.871124,0
296,Boulevard and Union [sb],47.040741,-122.869156,0
297,Boulevard and 12th [sb],47.038673,-122.869148,0
298,Boulevard and 15th [sb],47.03656,-122.868881,0
299,Boulevard and 18th [sb],47.033218,-122.867249,0
300,18th and Karen Frazier [eb],47.032551,-122.862602,0
301,18th and Amhurst [eb],47.032536,-122.85984,0
302,18th and Allen [eb],47.032528,-122.857361,0
303,18th and Craig [eb],47.032494,-122.855362,0
304,18th and Kempton [eb],47.032471,-122.852386,0
305,18th and Hoffman [eb],47.032425,-122.848602,0
306,Elizabeth and Chambers Lake Way [nb],47.032845,-122.844193,0
307,14th and Colonial Estates [eb],47.034199,-122.84124,0
308,14th & Capital Club Apts,47.034191,-122.83744,0
309,Sleater Kinney and 14th [nb],47.034641,-122.833717,0
310,Sleater Kinney and Lacey Blvd [nb],47.037941,-122.833687,0
311,Sleater Kinney and Pacific [nb],47.039879,-122.833679,0
312,Sleater Kinney and 7th [nb],47.041882,-122.833649,0
314,TESC Library Loop,47.071983,-122.977127,0
315,Evergreen Pkwy and Overhulse [eb],47.069763,-122.969688,0
316,Kaiser and Driftwood [eb],47.071907,-122.955559,0
317,Kaiser and Cedrona [eb],47.073605,-122.95208,0
318,Kaiser and College Court Apts,47.075268,-122.9496,0
319,Kaiser &Cooper Point,47.075539,-122.944206,0
320,Cooper Point and 29th [sb],47.073669,-122.943047,0
321,28th and Cooper Point [eb],47.071133,-122.941612,0
322,28th and Division [eb],47.071125,-122.93541,0
323,Division and 26th [sb],47.069016,-122.931183,0
324,Division and Antler Cove Apts [sb],47.066357,-122.929459,0
325,Division and Burbank [sb],47.064888,-122.929001,0
326,Division and Elliott [sb],47.063358,-122.928459,0
327,Division and Muirhead [sb],47.059704,-122.925819,0
328,Division and Walnut [sb],47.05735,-122.925659,0
329,Division and Dickinson [sb],47.054939,-122.925636,0
330,Division and Bowman [sb],47.053246,-122.925652,0
331,Division and Conger [sb],47.051334,-122.925758,0
332,Division and Madison [sb],47.049561,-122.925842,0
333,Division and Garfield [sb],47.047375,-122.925919,0
334,Harrison and Division,47.04591,-122.92511,0
335,Harrison and Decatur [eb],47.045887,-122.92276,0
336,Harrison and Plymouth [eb],47.045826,-122.91864,0
337,Harrison and Foote [eb],47.045776,-122.915245,0
338,5th and Sylvester [eb],47.043804,-122.905312,0
339,Columbia and State [nb],47.046032,-122.903,0
340,5th and Sylvester [wb],47.043808,-122.905922,0
341,5th and Deschutes [wb],47.043652,-122.908066,0
342,Harrison and Foote [wb],47.045925,-122.916389,0
343,Harrison and Rogers [wb],47.04594,-122.918617,0
344,Harrison and Perry [wb],47.046009,-122.920486,0
345,Harrison and Decatur [wb],47.046043,-122.922813,0
346,Division and Harrison,47.046608,-122.925781,0
347,Division and Madison [nb],47.049675,-122.925682,0
348,Division and Giles [nb],47.052151,-122.925583,0
349,Division and Bowman [nb],47.053398,-122.925522,0
350,Division and Dickinson [nb],47.055042,-122.925484,0
351,Division and Farwell [nb],47.0569,-122.925491,0
352,Division and Muirhead [nb],47.059467,-122.925591,0
353,Division and Elliott [nb],47.063606,-122.928436,0
354,Division and Burbank [nb],47.064941,-122.928879,0
355,Division and Antler Cove Apts [nb],47.06673,-122.929367,0
356,Division and 26th [nb],47.069408,-122.931328,0
357,28th and Division [wb],47.071201,-122.935577,0
358,28th and Cooper Point [wb],47.071369,-122.941582,0
359,Cooper Point and 29th [nb],47.073429,-122.942833,0
360,Kaiser & Cooper Point,47.075661,-122.943939,0
361,Kaiser and College Court Apts [wb],47.075165,-122.949989,0
362,Kaiser and Cedrona [wb],47.073982,-122.951782,0
364,Driftwood and TESC Maintenance [wb],47.074699,-122.957558,0
365,Driftwood and Wildcurrant [wb],47.075668,-122.968384,0
366,Driftwood and Overhulse [wb],47.076084,-122.970367,0
367,TESC Dorms,47.075333,-122.97345,0
368,Driftwood and Overhulse [eb],47.076077,-122.970757,0
369,Driftwood and Wildcurrant [eb],47.07563,-122.967941,0
370,Overhulse and Driftwood [sb],47.075047,-122.964378,0
371,Overhulse and Fireweed [sb],47.071434,-122.969719,0
372,Evergreen Pkwy and Overhulse [wb],47.070045,-122.970047,0
373,Lakeridge Dr and County Courthouse [nb],47.029396,-122.913193,0
374,Deschutes and Lakeridge [nb],47.032581,-122.910362,0
375,Deschutes and mansion [nb],47.040829,-122.914253,0
376,Deschutes and Marathon Park [nb],47.037399,-122.913101,0
377,Deschutes and Percival Cove [nb],47.034657,-122.91143,0
378,Maple Park and Capitol Way [eb],47.033676,-122.900131,0
379,Maple Park and Franklin [eb],47.033653,-122.897896,0
380,Jefferson and Maple Park [nb],47.034328,-122.895851,0
381,Jefferson and 13th [nb],47.036991,-122.895721,0
382,Jefferson and 11th [nb],47.038445,-122.895775,0
383,Jefferson and Union [nb],47.039623,-122.895821,0
384,Jefferson and 9th [nb],47.041191,-122.895737,0
385,Eastside and 12th [sb],47.037937,-122.887451,0
386,Jefferson and 10th [sb],47.040306,-122.896088,0
387,Jefferson and 11th [sb],47.038269,-122.895988,0
388,Jefferson and 13th [sb],47.03669,-122.895973,0
389,Maple Park and Franklin [wb],47.033886,-122.89798,0
390,Maple Park and Capitol [wb],47.033886,-122.899529,0
391,Deschutes and Percival Cove [sb],47.034538,-122.911545,0
392,Deschutes and Marathon Park [sb],47.037308,-122.913193,0
393,Deschutes and mansion [sb],47.040833,-122.914383,0
394,Deschutes and Lakeridge [sb],47.032539,-122.910522,0
395,Lakeridge Way and County Courthouse [sb],47.02832,-122.913414,0
396,Westfield Mall,47.042419,-122.932526,0
397,Kenyon and 4th [nb],47.04504,-122.934212,0
398,Harrison and Kenyon [wb],47.046291,-122.934715,0
399,Harrison and Key Bank [wb],47.047184,-122.938583,0
400,Cooper Point and Safeway Plaza [sb],47.045471,-122.941406,0
401,Cooper Point and 12th [sb],47.036835,-122.939331,0
402,Cooper Point and Black Lake [eb],47.034149,-122.93734,0
403,Cooper Point and Central Park Villa [eb],47.031845,-122.935051,0
404,Cooper Point and Carriage [eb],47.029808,-122.932541,0
405,Crosby and Mottman [sb],47.023388,-122.923279,0
406,Crosby and Mottman [nb],47.023041,-122.922981,0
407,Evergreen Park and S. Evergreen Park [eb],47.028385,-122.92231,0
408,Evergreen Park and Sherwood Glen Apts [eb],47.03043,-122.919243,0
409,Evergreen Park and Heritage Park Apts [eb],47.030777,-122.917374,0
410,Evergreen Park and Westlake Apts [eb],47.029842,-122.915283,0
411,S. Evergreen Park and 24th [nb],47.028,-122.914902,0
412,Evergreen Park and Regency Apts [wb],47.030083,-122.915237,0
413,Evergreen Park and Heritage Park Apts [wb],47.030853,-122.916817,0
414,Evergreen Park and Broadmoor West [wb],47.030727,-122.919006,0
415,Evergreen Park and S. Evergreen Park [wb],47.028427,-122.922684,0
416,Cooper Point and Carriage [wb],47.030457,-122.933105,0
417,Cooper Point and Westhills Park II [wb],47.032261,-122.935143,0
418,Cooper Point and Black Lake [wb],47.033688,-122.936241,0
419,Cooper Point and 12th [nb],47.037704,-122.939018,0
420,Cooper Point and Capital Mall Dr [nb],47.041138,-122.939102,0
421,Capital Mall Dr and Yauger Way [wb],47.041843,-122.951859,0
422,McPhee and Capital Mall Dr [nb],47.043438,-122.952988,0
423,McPhee and Harrison [nb],47.046566,-122.953011,0
424,Yauger and Harrison [sb],47.046192,-122.94986,0
426,Yauger and 5th [sb],47.043438,-122.949829,0
427,Capital Mall Dr and Courtside [eb],47.041267,-122.948959,0
428,Capital Mall Dr and Archwood W [eb],47.039837,-122.945236,0
429,Capital Mall Dr and Archwood E [eb],47.039806,-122.942726,0
430,Capital Mall Dr and Cooper Point [eb],47.039825,-122.940376,0
431,Cooper Point and Capital Village [nb],47.045109,-122.941109,0
432,Cooper Point and Harrison [nb],47.047611,-122.941109,0
433,Cooper Point and Conger [nb],47.05064,-122.941139,0
434,Conger and Wily [eb],47.051514,-122.938065,0
435,Conger & Capital High School,47.05154,-122.934677,0
436,Conger and Cardigan [eb],47.051544,-122.931381,0
437,Conger and Jefferson MS [eb],47.051514,-122.928108,0
438,Bowman and Milroy [eb],47.053543,-122.922783,0
439,Bowman and Rogers,47.053535,-122.91909,0
440,Rogers and Conger [sb],47.051083,-122.918526,0
441,Rogers and Jackson [sb],47.048252,-122.917854,0
442,Garfield and Plymouth [wb],47.047249,-122.919495,0
443,Rogers and Harrison [nb],47.046242,-122.917801,0
444,Rogers and Jackson [nb],47.048664,-122.917732,0
445,Rogers and Conger [nb],47.050812,-122.918411,0
446,Bowman and Rogers,47.053593,-122.918938,0
447,Bowman and Milroy [wb],47.053612,-122.922707,0
448,Conger and Jefferson MS [wb],47.051632,-122.927948,0
449,Conger and Cardigan [wb],47.051651,-122.932358,0
450,Conger & Capital High School,47.051632,-122.934532,0
451,Conger and Wily [wb],47.051582,-122.938454,0
452,Conger and Cooper Point [wb],47.051586,-122.940239,0
453,Cooper Point and Conger [sb],47.051037,-122.94133,0
454,Cooper Point and Capital Mall Dr [sb],47.04039,-122.939339,0
456,Capital Mall Dr and Apple Park Apts [wb],47.039959,-122.942322,0
457,Capital Mall Dr and Alta [wb],47.039951,-122.944725,0
458,Capital Mall Dr and Courtside [wb],47.041393,-122.948868,0
459,Harrison and Kenyon [eb],47.046066,-122.933212,0
460,Harrison and Sherwin-Williams [eb],47.046024,-122.928795,0
461,Division and Harrison,47.045525,-122.925987,0
462,Black Lake and 4th [sb],47.043957,-122.926796,0
463,Black Lake and Westfield Mall entrance [sb],47.041821,-122.929405,0
464,9th and Black Lake [eb],47.039787,-122.930801,0
465,9th and Fern [eb],47.03978,-122.92823,0
466,9th and Village Garden Apts [eb],47.039791,-122.926071,0
467,Decatur and 9th [nb],47.040039,-122.92263,0
468,Decatur and 7th [nb],47.041958,-122.922569,0
469,5th and Decatur [eb],47.04343,-122.922287,0
470,5th and Thomas [eb],47.043449,-122.920532,0
471,5th and Rogers [eb],47.043404,-122.918129,0
472,Sherman and 4th,47.044121,-122.914688,0
473,Sherman and 4th,47.044174,-122.914848,0
474,5th and Percival [wb],47.043465,-122.916878,0
475,5th and Plymouth [wb],47.043514,-122.920151,0
476,Decatur and 5th [sb],47.043297,-122.922646,0
477,Decatur and 7th [sb],47.041763,-122.922707,0
478,Decatur and 9th [sb],47.040199,-122.92276,0
479,9th and Cushing [wb],47.03989,-122.925232,0
480,9th and Soroya [wb],47.039886,-122.928284,0
481,9th and Black Lake [wb],47.039902,-122.930557,0
482,Black Lake and Capital Place [nb],47.041454,-122.929466,0
483,Black Lake and 4th [nb],47.044048,-122.926392,0
484,Harrison and Division,47.046131,-122.926704,0
485,Harrison and Shell Station,47.0462,-122.930717,0
486,Cooper Point and 20th [sb],47.063457,-122.94191,0
487,Cooper Point and 14th [sb],47.058468,-122.941284,0
488,Cooper Point and Sarah [sb],47.053818,-122.941322,0
489,Cooper Point and Sarah Ct [nb],47.053932,-122.941193,0
490,Cooper Point and Walnut [nb],47.057724,-122.941124,0
491,Cooper Point and 20th [nb],47.063377,-122.941711,0
495,Legion and Eastside [eb],47.04409,-122.887741,0
496,Legion and Boundary [eb],47.044353,-122.884499,0
497,Pacific and Sleater Kinney [wb],47.039497,-122.834724,0
498,Pacific and South Sound Way [wb],47.040222,-122.837776,0
499,Pacific and Music 6000 [wb],47.040878,-122.840462,0
500,Pacific and Weir [wb],47.041462,-122.842598,0
503,Lilly and Mary Elder [nb],47.048542,-122.844353,0
504,Lilly and Ensign [nb],47.050781,-122.844315,0
505,Lilly and Memorial Medical Plaza [nb],47.053486,-122.844307,0
506,Lilly and 12th [nb],47.056915,-122.844322,0
507,Group Health Building,47.057659,-122.84182,0
508,Lilly and 12th [sb],47.055721,-122.844498,0
509,Lilly and Providence St. Peter [sb],47.053181,-122.84449,0
510,Ensign and Lilly [wb],47.051086,-122.844902,0
511,Ensign and St. Peter Emergency,47.051109,-122.847969,0
512,Ensign and Providence [wb],47.050388,-122.85128,0
513,Martin Way and Animal Services [wb],47.046623,-122.855156,0
514,Martin Way and Pattison,47.046345,-122.85984,0
515,Martin Way and Phoenix [wb],47.04615,-122.862999,0
516,Pacific and Phoenix [wb],47.044971,-122.865967,0
517,Boulevard and 7th [sb],47.043922,-122.869186,0
518,7th and Wilson [wb],47.043564,-122.873405,0
519,7th and Fairview [wb],47.043549,-122.87603,0
520,Legion and McCormick [wb],47.044415,-122.878693,0
521,Legion and Boundary [wb],47.044357,-122.885269,0
522,Legion and Eastside [wb],47.044117,-122.888664,0
526,Legion and McCormick [eb],47.044312,-122.878654,0
527,7th and Fairview [eb],47.043476,-122.875946,0
528,7th and Wilson,47.043495,-122.872635,0
529,Boulevard and 7th [nb],47.043835,-122.869011,0
530,Pacific and Chambers [eb],47.045242,-122.867836,0
531,Martin Way and Phoenix [eb],47.045898,-122.864059,0
532,Martin Way and Pattison,47.046158,-122.859848,0
533,Martin Way and The Bark Store [eb],47.046459,-122.855186,0
534,Ensign and Providence [eb],47.050556,-122.850609,0
535,Ensign and Ensign Medical Center [eb],47.05101,-122.847321,0
536,Ensign and Lilly [eb],47.050957,-122.845085,0
537,Lilly and Ensign [sb],47.050861,-122.844536,0
538,Lilly Rd mid block,47.048733,-122.844612,0
541,Pacific and Poplar [eb],47.0411,-122.841972,0
542,Pacific and Music 6000 [eb],47.040394,-122.839355,0
543,Pacific and South Sound Way [eb],47.0396,-122.835945,0
544,7th and Fred Meyer Center [eb],47.041821,-122.831696,0
545,Panorama Center and Circle Lane,47.030392,-122.831863,0
550,Golf Club and 19th [nb],47.029533,-122.828438,0
551,Golf Club and 16th [nb],47.032139,-122.82843,0
552,14th and Golf Club [wb],47.034298,-122.829025,0
553,4th and Eastside [eb],47.045799,-122.88826,0
554,4th and Boundary [eb],47.046021,-122.884827,0
555,4th and Central [eb],47.045998,-122.881363,0
556,4th and McCormick [eb],47.04599,-122.878708,0
557,4th and Fairview [eb],47.045998,-122.87532,0
558,4th and Pacific [eb],47.045933,-122.868591,0
559,Martin Way and Bailey Inn [eb],47.046844,-122.849213,0
560,Martin Way and Lilly [eb],47.047176,-122.843498,0
561,Martin and Kelly-Moore Paints [eb],47.047394,-122.840538,0
562,Martin Way and Sleater Kinney [eb],47.047699,-122.835854,0
563,7th and Aaron's Computers [wb],47.041924,-122.831848,0
564,Martin Way and College [eb],47.048359,-122.825928,0
565,Martin Way and Desmond [eb],47.049381,-122.808685,0
566,Martin Way and Support Enforcement [eb],47.049976,-122.800652,0
567,Martin Way and Carpenter,47.050381,-122.795975,0
568,Martin Way and Kinwood [eb],47.051495,-122.790207,0
569,Martin Way and Tanglewilde Village [eb],47.052513,-122.785301,0
570,Martin Way and Ranger [eb],47.05312,-122.782036,0
571,Martin Way and Kingham [eb],47.054272,-122.776421,0
572,Martin Way and Martin Way Plaza [eb],47.054874,-122.773384,0
573,Martin Way and Marvin [eb],47.056561,-122.763527,0
574,Martin Way and Wildwood MHP [eb],47.05751,-122.75882,0
575,Martin Way and Hoh [eb],47.05859,-122.754929,0
576,Martin Way and Ranchotel,47.058811,-122.752258,0
577,Martin Way and River Ridge HS [eb],47.059448,-122.749283,0
578,Martin Way and A-1 Auto Repair [eb],47.060429,-122.744453,0
579,Meridian and 4th [nb],47.063099,-122.741013,0
588,Martin Way and Marvin [wb],47.056641,-122.766022,0
589,Martin Way and Blue Moon MHP [wb],47.05513,-122.773323,0
590,Martin Way and Kingham [wb],47.054165,-122.778252,0
591,Martin Way and Hensley [wb],47.053005,-122.784012,0
592,Martin Way and Franz Bakery [wb],47.052441,-122.786865,0
593,Martin Way and Support Enforcement,47.050198,-122.800766,0
594,Martin Way and Desmond [wb],47.049591,-122.810699,0
595,Martin Way and Martin Way P&R [wb],47.049297,-122.814919,0
596,Martin Way and College [wb],47.048637,-122.825409,0
597,Martin Way and Martin Station [wb],47.048237,-122.831253,0
598,Martin Way and Sleater Kinney [wb],47.047955,-122.835564,0
599,Martin Way and Casa Madrona [wb],47.047729,-122.838051,0
600,Martin Way and Urgent Medical Care [wb],47.047516,-122.842041,0
